6,7.5,5,6,0,0.3535467000000034
8,14,5,6,0.2,0.9450312200000007
10,22.5,5,6,3.44,5.157913999999994
12,33,5,6,8.08,18.123301519999988
14,45.5,5,6,29.62,58.65160565999993
16,60,5,6,76.2,143.08184842000003
18,76.5,5,6,139.56,289.63459358000017
20,95,5,6,250.5,604.4631479599998
22,115.5,5,6,521.96,1755.0125645
24,138,5,6,924.26,3764.1209993
26,162.5,5,6,1380.76,7597.033997100001
28,189,5,6,2095.92,10703.778889659989
30,217.5,5,6,3365.14,14685.97961598
